STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
784390,99999, 19930217,   81.4, 7,   69.3, 7, 9999.9, 0, 9999.9, 0,   8.3, 7,   8.9, 7,  12.8, 999.9,   89.6 ,  68.9 , 0.00B,999.9, 000000,
784390,99999, 19930218,   82.4, 5,   68.5, 5, 9999.9, 0, 9999.9, 0,   6.2, 5,   1.6, 5,  12.8, 999.9,   85.8*,  78.8*, 0.00A,999.9, 000000,
784390,99999, 19930219,   79.9, 9,   69.7, 9, 9999.9, 0, 9999.9, 0,   7.3, 9,  10.2, 8,  17.9, 999.9,   86.0*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19930220,   74.9, 6,   64.8, 5, 9999.9, 0, 9999.9, 0,   5.4, 6,   4.6, 6,   7.0, 999.9,   82.4*,  71.6*,99.99 ,999.9, 010000,
784390,99999, 19930221,   82.6, 8,   65.7, 8, 9999.9, 0, 9999.9, 0,   7.9, 8,   6.7, 8,  10.9, 999.9,   87.8*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19930225,   83.8, 4,   67.6, 4, 9999.9, 0, 9999.9, 0,   6.3, 4,   5.9, 4,   8.9, 999.9,   89.6*,  64.4 , 0.00A,999.9, 000000,
784390,99999, 19930227,   79.2, 6,   66.7, 6, 9999.9, 0, 9999.9, 0,   7.4, 6,   7.0, 6,  16.9, 999.9,   87.8*,  68.7*, 0.00A,999.9, 000000,
784390,99999, 19930228,   80.5, 6,   67.5, 6, 9999.9, 0, 9999.9, 0,   8.2, 6,  10.1, 6,  15.0, 999.9,   82.4*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19930301,   80.9,11,   66.7,11, 1014.9, 4, 9999.9, 0,   8.0,11,   9.2,11,  15.9, 999.9,   87.8 ,  68.0 , 0.00B,999.9, 000000,
784390,99999, 19930302,   78.4,10,   60.2,10, 9999.9, 0, 9999.9, 0,   6.5,10,  10.2,10,  12.0, 999.9,   84.6 ,  68.4 , 0.00B,999.9, 000000,
784390,99999, 19930303,   85.2, 5,   65.8, 5, 9999.9, 0, 9999.9, 0,   6.5, 5,  15.9, 5,  20.0, 999.9,   87.8 ,  83.5*, 0.00A,999.9, 000000,
784390,99999, 19930304,   84.7, 6,   62.9, 6, 9999.9, 0, 9999.9, 0,   7.8, 6,   9.2, 6,  11.8, 999.9,   87.8*,  80.6*, 0.00A,999.9, 000000,
784390,99999, 19930305,   83.0, 5,   68.9, 5, 9999.9, 0, 9999.9, 0,   5.6, 5,  12.7, 5,  14.0, 999.9,   84.2*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19930306,   80.6, 7,   65.9, 7, 9999.9, 0, 9999.9, 0,   6.7, 7,   9.0, 7,  14.0, 999.9,   88.5 ,  65.3 , 0.00A,999.9, 000000,
784390,99999, 19930307,   87.0, 4,   68.3, 4, 9999.9, 0, 9999.9, 0,   6.8, 4,  10.2, 4,  17.9, 999.9,   89.6*,  84.2*, 0.00A,999.9, 000000,
784390,99999, 19930308,   80.3, 7,   66.4, 7, 9999.9, 0, 9999.9, 0,   6.8, 7,  10.7, 7,  17.9, 999.9,   89.8 ,  67.1 , 0.00A,999.9, 000000,
784390,99999, 19930309,   82.4,10,   66.1,10, 1016.2, 4, 9999.9, 0,   6.6,10,   9.9,10,  14.0, 999.9,   90.5 ,  68.0 , 0.00B,999.9, 000000,
784390,99999, 19930310,   76.6, 5,   67.6, 5, 9999.9, 0, 9999.9, 0,   5.6, 5,  12.4, 5,  14.0, 999.9,   82.4*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19930311,   82.5, 8,   65.4, 8, 9999.9, 0, 9999.9, 0,   6.9, 8,  15.3, 8,  25.1, 999.9,   89.6*,  68.0 , 0.00A,999.9, 000000,
784390,99999, 19930312,   88.4, 4,   60.4, 4, 9999.9, 0, 9999.9, 0,   7.0, 4,  25.0, 4,  29.9, 999.9,   89.6*,  86.0*, 0.00I,999.9, 000000,
784390,99999, 19930314,   84.2,11,   67.7,11, 1017.0, 4, 9999.9, 0,   5.8,11,  15.8,11,  19.8, 999.9,   90.7 ,  68.9 , 0.00B,999.9, 000000,
784390,99999, 19930315,   79.1, 5,   69.8, 5, 9999.9, 0, 9999.9, 0,   8.1, 5,  16.0, 5,  18.1, 999.9,   86.7 ,  66.2 , 0.00A,999.9, 000000,
784390,99999, 19930316,   86.0, 6,   63.6, 6, 9999.9, 0, 9999.9, 0,   8.5, 6,  14.8, 6,  19.8,  24.9,   91.4*,  67.6 , 0.00A,999.9, 000000,
784390,99999, 19930317,   82.0, 8,   66.4, 8, 9999.9, 0, 9999.9, 0,   7.5, 8,  16.2, 7,  23.9, 999.9,   88.7 ,  68.0 , 0.00A,999.9, 000000,
784390,99999, 19930318,   82.5,12,   67.4,12, 1014.4, 4, 9999.9, 0,   8.3,12,  20.1,11,  24.9, 999.9,   87.8 ,  71.4 , 0.00B,999.9, 000000,
784390,99999, 19930319,   83.3,12,   66.7,12, 1014.9, 4, 9999.9, 0,   7.3,12,  17.9,12,  22.0, 999.9,   89.6 ,  68.0 , 0.00B,999.9, 000000,
784390,99999, 19930320,   83.9,10,   69.4,10, 9999.9, 0, 9999.9, 0,   7.4,10,  12.2, 9,  19.8, 999.9,   90.5 ,  68.0 , 0.00A,999.9, 000000,
784390,99999, 19930321,   86.1, 4,   68.9, 4, 9999.9, 0, 9999.9, 0,   8.4, 4,   9.4, 4,  15.0, 999.9,   93.2*,  82.4*, 0.00I,999.9, 000000,
784390,99999, 19930322,   86.4, 6,   66.7, 6, 9999.9, 0, 9999.9, 0,   8.3, 6,  10.8, 6,  15.0, 999.9,   91.4*,  70.2 , 0.00A,999.9, 000000,
784390,99999, 19930323,   85.7, 4,   65.5, 4, 9999.9, 0, 9999.9, 0,   8.0, 4,  12.1, 4,  17.9, 999.9,   89.6*,  82.4*, 0.00I,999.9, 000000,
784390,99999, 19930324,   84.3, 6,   65.2, 6, 9999.9, 0, 9999.9, 0,   7.9, 6,  13.9, 5,  15.0, 999.9,   90.0 ,  68.0 , 0.00A,999.9, 000000,
784390,99999, 19930325,   84.7, 4,   69.8, 4, 9999.9, 0, 9999.9, 0,   8.4, 4, 999.9, 0, 999.9, 999.9,   87.8*,  82.4*, 0.00I,999.9, 000000,
784390,99999, 19930326,   83.1, 5,   69.4, 5, 9999.9, 0, 9999.9, 0,   6.7, 5,   9.3, 5,  12.8, 999.9,   86.0*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19930327,   86.8, 9,   68.6, 9, 9999.9, 0, 9999.9, 0,  10.0, 9,  11.3, 9,  14.0, 999.9,   89.6 ,  70.9 , 0.00A,999.9, 000000,
784390,99999, 19930328,   84.6,11,   69.7,11, 9999.9, 0, 9999.9, 0,   8.2,11,   8.9,11,  15.0, 999.9,   90.1 ,  68.9 , 0.00H,999.9, 010000,
784390,99999, 19930329,   83.1, 5,   69.8, 5, 9999.9, 0, 9999.9, 0,   7.0, 5,  13.3, 5,  16.9, 999.9,   84.2*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19930402,   85.1, 4,   65.6, 4, 9999.9, 0, 9999.9, 0,   7.1, 4,  16.4, 4,  19.8, 999.9,   87.8*,  82.4*, 0.00I,999.9, 000000,
784390,99999, 19930403,   85.6, 4,   67.0, 4, 9999.9, 0, 9999.9, 0,   6.9, 4,  16.0, 4,  18.1, 999.9,   90.1 ,  70.5 , 0.00A,999.9, 000000,
784390,99999, 19930404,   84.6, 6,   68.4, 6, 9999.9, 0, 9999.9, 0,   7.5, 6,  14.6, 6,  21.0, 999.9,   89.6*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19930405,   84.7, 9,   66.5, 8, 9999.9, 0, 9999.9, 0,   8.1, 9,   8.6, 9,  15.0, 999.9,   90.3 ,  69.8 , 0.00A,999.9, 000000,
784390,99999, 19930406,   83.5, 9,   69.1, 9, 9999.9, 0, 9999.9, 0,   7.0, 9,  17.8, 8, 999.9, 999.9,   88.7 ,  72.3 , 0.00A,999.9, 000000,
784390,99999, 19930407,   80.5,11,   70.8,11, 9999.9, 0, 9999.9, 0,   7.0,11,   6.7,11,  14.0, 999.9,   88.7 ,  71.6 , 0.00A,999.9, 000000,
784390,99999, 19930408,   83.2, 6,   71.5, 6, 9999.9, 0, 9999.9, 0,   6.4, 6,  10.5, 6,  14.0, 999.9,   86.0*,  65.3 , 0.00A,999.9, 000000,
784390,99999, 19930409,   80.2, 6,   69.9, 6, 9999.9, 0, 9999.9, 0,   6.7, 6,   7.8, 6,  15.0, 999.9,   87.8*,  71.2 , 0.00A,999.9, 000000,
784390,99999, 19930410,   85.1, 4,   71.1, 4, 9999.9, 0, 9999.9, 0,   7.0, 4,   5.9, 4,   8.0, 999.9,   86.0*,  84.2*, 0.00I,999.9, 000000,
784390,99999, 19930411,   81.2, 4,   73.2, 4, 9999.9, 0, 9999.9, 0,   5.4, 4,   4.2, 4,  16.9, 999.9,   84.2*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19930412,   77.3, 7,   71.9, 6, 9999.9, 0, 9999.9, 0,   7.2, 7,   9.1, 7,  17.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19930413,   77.6, 5,   70.9, 5, 9999.9, 0, 9999.9, 0,   5.5, 5,   5.2, 5,   8.0, 999.9,   78.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19930414,   83.0,10,   69.6,10, 9999.9, 0, 9999.9, 0,   7.1,10,   6.1,10,   8.0, 999.9,   88.7 ,  71.6 , 0.00B,999.9, 000000,
784390,99999, 19930415,   82.8, 7,   68.3, 7, 9999.9, 0, 9999.9, 0,   6.6, 7,   7.3, 7,  11.8, 999.9,   89.6 ,  69.8 , 0.00A,999.9, 000000,
784390,99999, 19930416,   86.8, 5,   67.6, 5, 9999.9, 0, 9999.9, 0,   8.1, 5,  11.9, 5,  17.9, 999.9,   91.4*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19930417,   87.4, 4,   66.8, 4, 9999.9, 0, 9999.9, 0,   8.2, 4,  20.0, 4,  22.0, 999.9,   90.0 ,  73.0 , 0.00A,999.9, 000000,
784390,99999, 19930420,   86.0, 5,   70.2, 5, 9999.9, 0, 9999.9, 0,   5.6, 5,  15.0, 5,  17.9, 999.9,   88.3 ,  69.8 , 0.00A,999.9, 000000,
784390,99999, 19930421,   88.3, 5,   67.9, 5, 9999.9, 0, 9999.9, 0,   8.1, 5,   7.7, 5,  11.8, 999.9,   91.4*,  84.2*, 0.00I,999.9, 000000,
784390,99999, 19930422,   91.1, 5,   69.9, 5, 9999.9, 0, 9999.9, 0,   6.7, 5,  10.7, 5,  15.9, 999.9,   93.2*,  74.1 , 0.00A,999.9, 000000,
784390,99999, 19930423,   84.1, 6,   72.3, 6, 9999.9, 0, 9999.9, 0,   5.4, 6,  10.1, 6,  15.9, 999.9,   93.6 ,  70.7 , 0.00B,999.9, 000000,
784390,99999, 19930425,   85.9, 6,   66.4, 6, 9999.9, 0, 9999.9, 0,   7.2, 6,   7.9, 5,   9.9, 999.9,   89.6*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19930429,   82.8, 8,   68.2, 8, 1013.8, 4, 9999.9, 0,  10.0, 8,   8.7, 8,  15.0, 999.9,   87.1 ,  75.2 , 0.00B,999.9, 000000,
784390,99999, 19930501,   84.2, 5,   72.5, 5, 9999.9, 0, 9999.9, 0,   7.0, 5,  15.0, 5,  15.9, 999.9,   89.2 ,  82.4*, 0.00A,999.9, 000000,
784390,99999, 19930502,   83.5, 8,   73.4, 8, 9999.9, 0, 9999.9, 0,   6.2, 8,   8.8, 8,  16.9, 999.9,   87.8 ,  73.4 , 0.00I,999.9, 000000,
784390,99999, 19930503,   84.2,11,   71.3,11, 9999.9, 0, 9999.9, 0,   7.7,11,   8.5,11,  18.1, 999.9,   90.0 ,  70.5 , 0.00B,999.9, 000000,
784390,99999, 19930504,   85.7,10,   71.6,10, 9999.9, 0, 9999.9, 0,   7.1,10,  11.7,10,  35.9, 999.9,   89.6*,  82.4*, 0.00I,999.9, 000010,
784390,99999, 19930505,   87.4, 4,   70.4, 4, 9999.9, 0, 9999.9, 0,   7.0, 4,  13.5, 4,  17.9, 999.9,   90.5 ,  71.6 , 0.00A,999.9, 000000,
784390,99999, 19930507,   83.6, 5,   68.6, 5, 9999.9, 0, 9999.9, 0,  10.4, 5,  12.4, 5,  15.0, 999.9,   90.9 ,  67.3 , 0.00I,999.9, 000000,
784390,99999, 19930511,   80.2, 8,   70.3, 8, 9999.9, 0, 9999.9, 0,   7.7, 8,   7.4, 8,  11.8, 999.9,   84.2*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19930512,   81.9, 9,   70.6, 9, 1011.2, 4, 9999.9, 0,   7.3, 9,   8.1, 9,  15.9, 999.9,   87.4 ,  64.4 , 0.00A,999.9, 000000,
784390,99999, 19930513,   75.8, 7,   72.0, 7, 9999.9, 0, 9999.9, 0,   3.7, 7,  15.8, 7,  34.0, 999.9,   78.8*,  73.4*,99.99 ,999.9, 010000,
784390,99999, 19930514,   81.3, 6,   74.2, 6, 9999.9, 0, 9999.9, 0,   6.0, 6,  13.2, 5,  15.9, 999.9,   87.6*,  69.8 , 0.00H,999.9, 010000,
784390,99999, 19930515,   83.9, 4,   72.7, 4, 9999.9, 0, 9999.9, 0,   8.4, 4,   7.2, 4,   9.9, 999.9,   87.8*,  81.3*,99.99 ,999.9, 010000,
784390,99999, 19930516,   87.6, 4,   73.1, 4, 9999.9, 0, 9999.9, 0,   7.4, 4,   8.2, 4,   9.9, 999.9,   89.6 ,  72.5 , 0.00I,999.9, 000010,
784390,99999, 19930517,   85.8, 6,   72.8, 6, 9999.9, 0, 9999.9, 0,   5.4, 6,  15.8, 6,  17.9, 999.9,   89.6*,  73.9 , 0.00I,999.9, 000000,
784390,99999, 19930518,   84.8, 4,   74.3, 4, 9999.9, 0, 9999.9, 0,   7.5, 4,  12.2, 4,  17.9, 999.9,   91.4 ,  79.2*, 0.00I,999.9, 000000,
784390,99999, 19930519,   84.6, 5,   74.8, 5, 9999.9, 0, 9999.9, 0,   5.3, 5,   9.3, 5,  19.8, 999.9,   87.8*,  80.2*, 0.00A,999.9, 000000,
784390,99999, 19930520,   83.4,10,   74.5,10, 1011.0, 4, 9999.9, 0,   7.9,10,  11.9,10,  15.9, 999.9,   87.8 ,  64.4 , 0.00H,999.9, 010000,
784390,99999, 19930521,   82.6,12,   73.6,12, 1012.2, 4, 9999.9, 0,   8.8,12,   9.0,12,  14.0, 999.9,   86.2 ,  72.1 , 0.00H,999.9, 010000,
784390,99999, 19930522,   82.0, 6,   74.8, 6, 9999.9, 0, 9999.9, 0,   7.3, 6,   5.5, 6,  12.0, 999.9,   85.1 ,  73.0 , 0.02A,999.9, 010000,
784390,99999, 19930523,   87.1, 4,   73.8, 4, 9999.9, 0, 9999.9, 0,   9.7, 4,  11.2, 4,  15.0, 999.9,   90.3*,  84.2*, 0.00A,999.9, 000000,
784390,99999, 19930524,   85.6, 6,   72.9, 6, 9999.9, 0, 9999.9, 0,   7.7, 6,   8.6, 6,  12.0, 999.9,   87.8*,  80.6*,99.99 ,999.9, 010000,
784390,99999, 19930525,   83.7, 5,   72.6, 5, 9999.9, 0, 9999.9, 0,   9.5, 5,  12.2, 5,  14.0, 999.9,   89.6 ,  72.5 , 0.00A,999.9, 000000,
784390,99999, 19930526,   83.1, 4,   71.4, 4, 9999.9, 0, 9999.9, 0,   5.8, 4,   4.7, 4,  11.8, 999.9,   89.6 ,  70.9 , 0.00I,999.9, 000000,
784390,99999, 19930527,   81.0, 5,   72.2, 5, 9999.9, 0, 9999.9, 0,   6.8, 5,   4.5, 5,  11.8, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19930528,   82.9, 4,   73.8, 4, 9999.9, 0, 9999.9, 0,   5.9, 4,   7.4, 4,  14.0, 999.9,   87.8*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19930529,   87.2, 8,   73.9, 8, 9999.9, 0, 9999.9, 0,   7.9, 8,   9.5, 8,  15.9, 999.9,   91.4*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19930530,   87.3, 9,   74.8, 9, 9999.9, 0, 9999.9, 0,   7.1, 9,  10.6, 9,  15.9, 999.9,   95.9 ,  69.8 , 0.00I,999.9, 000010,
784390,99999, 19930531,   82.6, 9,   75.0, 9, 9999.9, 0, 9999.9, 0,   5.2, 9,   6.6, 9,   8.0, 999.9,   86.4 ,  68.9 , 0.00H,999.9, 010000,
784390,99999, 19930602,   85.4, 7,   74.7, 6, 9999.9, 0, 9999.9, 0,   6.6, 7,  10.8, 7,  17.9, 999.9,   93.2*,  68.0*, 0.00A,999.9, 000000,
784390,99999, 19930604,   85.0, 8,   73.0, 8, 9999.9, 0, 9999.9, 0,   6.5, 8,  11.3, 8,  24.9, 999.9,   93.9 ,  73.8 , 0.00I,999.9, 000000,
784390,99999, 19930605,   84.7, 4,   70.8, 4, 9999.9, 0, 9999.9, 0,   5.6, 4,   8.7, 4,  17.9, 999.9,   88.9*,  79.5*, 0.00A,999.9, 000000,
784390,99999, 19930607,   86.3,12,   72.7,12, 9999.9, 0, 9999.9, 0,   6.3,12,  11.6,12,  18.1, 999.9,   94.1*,  68.0 , 0.00A,999.9, 000000,
784390,99999, 19930608,   87.3, 9,   69.3, 9, 9999.9, 0, 9999.9, 0,   6.2, 9,  13.3, 9,  19.8, 999.9,   93.2 ,  65.3 , 0.00A,999.9, 000000,
784390,99999, 19930609,   88.7, 7,   68.2, 7, 9999.9, 0, 9999.9, 0,   7.4, 7,  15.5, 7,  22.0, 999.9,   94.3 ,  86.0*, 0.00A,999.9, 000010,
784390,99999, 19930610,   92.3, 4,   68.9, 4, 9999.9, 0, 9999.9, 0,   6.3, 4,  18.8, 4,  19.8, 999.9,   95.0*,  87.8*, 0.00I,999.9, 000000,
784390,99999, 19930611,   90.8, 6,   72.5, 6, 9999.9, 0, 9999.9, 0,   6.8, 6,  19.1, 6,  22.9,  24.9,   93.2*,  84.2*, 0.00I,999.9, 000000,
784390,99999, 19930612,   89.6, 5,   68.0, 5, 9999.9, 0, 9999.9, 0,   6.7, 5,  17.5, 5,  22.0, 999.9,   91.4*,  87.8*, 0.00I,999.9, 000000,
784390,99999, 19930613,   88.6, 5,   73.9, 5, 9999.9, 0, 9999.9, 0,   6.3, 5,  12.5, 5,  15.9, 999.9,   93.2*,  82.4*, 0.00I,999.9, 000000,
784390,99999, 19930614,   83.5, 5,   72.6, 5, 9999.9, 0, 9999.9, 0,   6.4, 5,  15.2, 5,  19.8, 999.9,   93.4 ,  70.7 , 0.00A,999.9, 000000,
784390,99999, 19930615,   86.9, 4,   73.9, 4, 9999.9, 0, 9999.9, 0,   7.0, 4,  10.6, 4,  15.0, 999.9,   91.4*,  82.4*,99.99 ,999.9, 010000,
784390,99999, 19930616,   88.2, 8,   71.6, 8, 9999.9, 0, 9999.9, 0,   6.6, 8,  17.3, 8,  22.0, 999.9,   93.2*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19930617,   86.5, 8,   71.8, 8, 9999.9, 0, 9999.9, 0,   5.8, 8,  14.0, 8,  19.8, 999.9,   89.6*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19930618,   84.3, 9,   71.7, 9, 9999.9, 0, 9999.9, 0,   5.1, 9,  13.2, 9,  17.9, 999.9,   91.8 ,  69.4 , 0.00A,999.9, 000010,
784390,99999, 19930620,   89.2, 4,   69.4, 4, 9999.9, 0, 9999.9, 0,   7.0, 4, 999.9, 0, 999.9, 999.9,   89.6*,  87.8*, 0.00I,999.9, 000000,
784390,99999, 19930621,   82.0, 6,   73.9, 6, 9999.9, 0, 9999.9, 0,   4.2, 6,   6.4, 6,  14.0, 999.9,   82.4*,  80.6*,99.99 ,999.9, 010000,
784390,99999, 19930622,   80.4, 4,   73.8, 4, 9999.9, 0, 9999.9, 0,   4.7, 4, 999.9, 0, 999.9, 999.9,   81.7*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19930623,   74.9, 6,   73.2, 5, 9999.9, 0, 9999.9, 0,   9.5, 6,  14.1, 6,  17.9,  28.0,   90.5 ,9999.9 , 0.00A,999.9, 000000,
784390,99999, 19930624,   85.9, 6,   72.5, 6, 9999.9, 0, 9999.9, 0,   6.4, 6,  12.9, 6,  17.9, 999.9,   93.6 ,  77.0*, 0.00A,999.9, 000000,
784390,99999, 19930625,   89.7, 8,   67.9, 8, 9999.9, 0, 9999.9, 0,   5.1, 8,  17.4, 8,  25.1, 999.9,   93.2 ,  79.5*, 0.00B,999.9, 000000,
784390,99999, 19930626,   87.3, 8,   72.3, 8, 9999.9, 0, 9999.9, 0,   4.4, 8,  12.9, 8,  17.9,  24.9,   94.3 ,  80.6*, 0.00A,999.9, 000000,
784390,99999, 19930627,   90.1, 6,   70.1, 6, 9999.9, 0, 9999.9, 0,   3.7, 6,  14.3, 6,  15.9, 999.9,   95.0*,  86.0*, 0.00I,999.9, 000000,
784390,99999, 19930630,   90.5, 4,   70.2, 4, 9999.9, 0, 9999.9, 0,   7.0, 4,  10.9, 4,  12.8, 999.9,   91.4*,  89.6*, 0.00I,999.9, 000000,
784390,99999, 19930702,   87.8, 4,   67.3, 4, 9999.9, 0, 9999.9, 0,   4.8, 4,  13.5, 4,  15.9, 999.9,   93.2*,  84.2*, 0.00I,999.9, 000000,
784390,99999, 19930704,   92.4, 7,   67.2, 7, 9999.9, 0, 9999.9, 0,   5.2, 7,  15.1, 7,  18.1, 999.9,   95.0*,  87.8*, 0.00I,999.9, 000000,
784390,99999, 19930705,   89.4, 8,   68.1, 8, 1016.7, 4, 9999.9, 0,   4.1, 8,  15.9, 8,  20.0, 999.9,   96.4 ,  69.6 , 0.00B,999.9, 000000,
784390,99999, 19930706,   88.1, 7,   67.1, 7, 9999.9, 0, 9999.9, 0,   5.8, 7,  10.8, 6,  15.0, 999.9,   96.4 ,  73.6 , 0.00B,999.9, 000000,
784390,99999, 19930707,   88.3, 6,   65.2, 6, 9999.9, 0, 9999.9, 0,   8.2, 6,  11.5, 6,  14.0, 999.9,   96.4 ,  75.2 , 0.00B,999.9, 000000,
784390,99999, 19930708,   95.7, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   8.8, 4,  15.7, 4,  18.1, 999.9,  104.0*,  91.0*, 0.00A,999.9, 000000,
784390,99999, 19930709,   93.1, 6,   66.6, 6, 9999.9, 0, 9999.9, 0,   5.4, 6,  13.1, 6,  20.0,  25.1,   97.3 ,  74.5 , 0.00B,999.9, 000000,
784390,99999, 19930710,   88.1, 8,   68.5, 8, 9999.9, 0, 9999.9, 0,   5.4, 8,  13.3, 8,  18.1,  20.0,   97.5 ,  72.0 , 0.00B,999.9, 000000,
784390,99999, 19930711,   76.1, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   4.1, 4,  13.5, 4,  15.0, 999.9,   95.0*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19930713,   92.2, 8,   64.2, 8, 9999.9, 0, 9999.9, 0,   5.3, 8,  16.7, 8,  22.0,  28.0,   96.8*,  78.1 , 0.00A,999.9, 000000,
784390,99999, 19930714,   92.8, 6,   64.1, 6, 9999.9, 0, 9999.9, 0,   9.8, 6,  16.3, 6,  22.9, 999.9,   96.1 ,  77.5 , 0.00A,999.9, 000000,
784390,99999, 19930715,   90.4, 8,   67.0, 8, 9999.9, 0, 9999.9, 0,   7.7, 8,  12.2, 7,  18.1,  20.0,   95.4 ,  76.1 , 0.00A,999.9, 000000,
784390,99999, 19930717,   90.9, 4,   70.7, 4, 9999.9, 0, 9999.9, 0,   5.0, 4,  17.3, 4,  18.1,  25.1,   95.0*,  87.8*, 0.00I,999.9, 000000,
784390,99999, 19930718,   93.2, 4,   64.4, 4, 9999.9, 0, 9999.9, 0,   4.7, 4,  11.5, 4,  15.0, 999.9,   96.8*,  91.4*, 0.00I,999.9, 000000,
784390,99999, 19930719,   90.1, 6,   69.4, 6, 9999.9, 0, 9999.9, 0,   5.4, 6,  12.8, 6,  18.1, 999.9,   93.2*,  86.0*, 0.00I,999.9, 000000,
784390,99999, 19930721,   90.8, 8,   69.4, 8, 1016.0, 4, 9999.9, 0,   5.4, 8,  14.1, 7,  18.1, 999.9,   99.0 ,  75.6 , 0.00B,999.9, 000000,
784390,99999, 19930722,   86.6, 5,   71.0, 5, 9999.9, 0, 9999.9, 0,   5.0, 5,   8.8, 5,  15.9, 999.9,   96.1 ,  72.9 , 0.00A,999.9, 000000,
784390,99999, 19930723,   88.6, 9,   68.1, 9, 9999.9, 0, 9999.9, 0,   7.8, 8,  13.1, 9,  18.1,  25.1,   96.8*,  77.0*, 0.00A,999.9, 000010,
784390,99999, 19930724,   82.7, 7,   70.3, 7, 9999.9, 0, 9999.9, 0,   6.1, 7,  13.5, 7,  20.0,  25.1,   87.8*,  77.0*,99.99 ,999.9, 010000,
784390,99999, 19930729,   77.4, 5,   71.1, 4, 9999.9, 0, 9999.9, 0,  15.9, 5,  12.8, 5,  18.1,  20.0,   93.2*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19930802,   93.0, 8,   68.3, 8, 9999.9, 0, 9999.9, 0,   5.3, 8,  17.0, 8,  28.0, 999.9,   96.8 ,  74.5 , 0.00A,999.9, 000000,
784390,99999, 19930804,   93.9, 5,   64.4, 5, 9999.9, 0, 9999.9, 0,   5.3, 5,  13.2, 5,  18.1,  20.0,   96.8*,  91.4*, 0.00I,999.9, 000000,
784390,99999, 19930805,   94.7, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   5.6, 4,  15.0, 4,  18.1, 999.9,   98.1 ,  91.4*, 0.00A,999.9, 000000,
784390,99999, 19930806,   86.6, 5,   72.0, 5, 9999.9, 0, 9999.9, 0,   5.2, 5,   9.8, 5,  15.9, 999.9,   98.1 ,  74.8 , 0.00A,999.9, 000000,
784390,99999, 19930807,   89.3, 4,   69.2, 4, 9999.9, 0, 9999.9, 0,   5.3, 4,  11.3, 4,  20.0, 999.9,   95.0*,  84.2*, 0.00I,999.9, 000000,
784390,99999, 19930808,   91.2, 4,   68.7, 4, 9999.9, 0, 9999.9, 0,   8.4, 4,  13.7, 4,  15.0,  18.1,   93.2*,  89.6*, 0.00I,999.9, 000000,
784390,99999, 19930809,   87.7, 9,   71.8, 9, 9999.9, 0, 9999.9, 0,   6.4, 9,  12.1, 8,  15.0, 999.9,   96.3 ,  67.1 , 0.00A,999.9, 000000,
784390,99999, 19930810,   91.5, 9,   69.1, 9, 9999.9, 0, 9999.9, 0,   5.8, 8,  14.0, 9,  18.1,  28.0,   97.0 ,  74.5 , 0.00A,999.9, 000000,
784390,99999, 19930811,   89.3, 6,   68.7, 6, 9999.9, 0, 9999.9, 0,   6.1, 6,  11.2, 6,  18.1, 999.9,   97.0 ,  76.1 , 0.00B,999.9, 000000,
784390,99999, 19930812,   94.9, 4,   67.7, 4, 9999.9, 0, 9999.9, 0,   5.0, 4,  22.0, 4,  23.9,  25.1,   97.9 ,  93.2*, 0.00A,999.9, 000000,
784390,99999, 19930814,   98.3, 4,   63.3, 4, 9999.9, 0, 9999.9, 0,   5.6, 4, 999.9, 0, 999.9, 999.9,  100.4*,  95.0*, 0.00A,999.9, 000000,
784390,99999, 19930815,   86.6, 4,   73.2, 4, 9999.9, 0, 9999.9, 0,   5.4, 4,  17.5, 4,  20.0, 999.9,   89.6*,  84.2*, 0.00I,999.9, 000000,
